PROV_TERR_EN,BENEFICIARY_NAME_EN,BENEFICIARY_BAND_NBR,ASSET_CLASS_EN,PROJECT_NAME_EN,PROJECT_DESC_EN,PROJECT_STAGE_EN,LATITUDE,LONGITUDE,COORD_SYS
British Columbia,Nazko First Nation,720,Housing,Immediate Needs - Renovations,To complete renovations of 8 housing units.,Completed,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Housing,Capacity - Governance,To conduct housing management workshops and home ownership policy toolkit.,Completed,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Housing,Capacity - Management,To conduct housing management workshops and home ownership policy toolkit.,Completed,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Lhtako Dene Nation,715,Housing,Capacity - Management,To support the development of an integrated community and infrastructure plan.,Ongoing,52.95489436,-122.45108942,GCS_North_American_1983_CSRS
British Columbia,Lhtako Dene Nation,715,Housing,Capacity - Governance,To conduct housing management workshops and home ownership policy toolkit.,Completed,52.95489436,-122.45108942,GCS_North_American_1983_CSRS
British Columbia,Lhtako Dene Nation,715,Housing,Capacity - Management,To conduct housing management workshops and home ownership policy toolkit.,Completed,52.95489436,-122.45108942,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Water and wastewater,First Nations Water and Wastewater Educational Program Projects - Circuit Rider Training Program,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Water and wastewater,First Nations Water and Wastewater Educational Program Projects - Operator Training Program,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Water and wastewater,First Nations Water and Wastewater Educational Program Projects - Operator Association (FNOWN),This program supports the ongoing development of the First Nation Operator Waters Net of British Columbia and Yukon Territory (FN OWN).,Ongoing,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Solid waste management,Multi-community Program-wide Solid Waste Initiative,Training end-of-life vehicle removals operations and maintenance planning minor upgrades.,Ongoing,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Solid waste management,Interior Communities Solid Waste Initiative,Complete the implementation of waste diversion system including recycling household hazardous waste management and bulky items for the listed communities. Includes equipment procurement operator training community education and engagement and municipal type service agreement development.,Ongoing,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Solid waste management,Multi-Community Feasibility Assessments,Complete feasibility assessments for nations in the Cariboo North East North West Bulkley/Nechako and Northern Island regions to assess needs and capacities to develop feasible long-term waste management systems that will lead to a work plan. 13 communities to be completed in 2018-2019 15 communities to be completed for 2019-2020. Others will be identified at a subsequent date.,Ongoing,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Energy sustainability and connectivity,Land Use Planning ,Funding support to develop a community-led land use plan that underlines community's vision including priorities strategies and policies for lands and resources use and infrastructure development.,Completed,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Transformation,First Nations Asset Management,The Asset Management Program (AMP) is a new Capital Facilities and Maintenance Program initiative that supports Indigenous communities to manage their infrastructure in a more sustainable way by allowing communities to manage assets proactively and take preventative measures. The AMP supports improved service levels and better medium and long-term social and economic outcomes for community residents. ,Ongoing,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Aboriginal Head Start on Reserve,Repairs and renovation of an existing early learning and child care facility.,Repairs and renovation of an existing early learning and child care facility.,Completed,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Housing,Housing - Renovations,To improve housing conditions in community by completing renovations of 10 housing units.,Ongoing,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Housing,Budget 2017 - Multi-Unit - 6 Units,Building multi-unit: 2 triplexes.,Ongoing,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Nazko First Nation,720,Solid waste management,Solid Waste Management Centre,Solid waste management system upgrades including recycling composting purchase of household containters public education and operator training. ,Ongoing,52.94125621,-123.58066173,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Solid waste management,Waste Management and Resource Opportunties Workshops,Conduct capacity building workshops on environmental management waste planning and responsible resource use.,Completed,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Energy sustainability and connectivity,New Accredited Certificate Program with Thompson Rivers University in Land Use Planning Mapping and Surveys,To support the new Thompson Rivers University certificate program in planning surveying and mapping that will build or enhance First Nations' capacity in these fields.,Completed,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Housing,Housing Support Group,To support the development of housing authority models.,Ongoing,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Housing,Capacity - Governance,To conduct housing management workshops and home ownership policy toolkit.,Completed,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Housing,Capacity - Management,To conduct housing management workshops and home ownership policy toolkit.,Completed,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Water and wastewater,First Nations Water and Wastewater Educational Program Projects - Circuit Rider Training Program,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Water and wastewater,First Nations Water and Wastewater Educational Program Projects - Operator Training Program,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Water and wastewater,First Nations Water and Wastewater Educational Program Projects - Operator Association (FNOWN),This program supports the ongoing development of the First Nation Operator Waters Net of British Columbia and Yukon Territory (FN OWN).,Ongoing,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Williams Lake Indian Band,719,Solid waste management,Multi-community Program-wide Solid Waste Initiative,Training end-of-life vehicle removals operations and maintenance planning minor upgrades.,Ongoing,52.10829774,-121.99391232,GCS_North_American_1983_CSRS
British Columbia,Ulkatcho First Nation,722,Housing,Capacity - Governance,To provide facilitator for community policy development community mobilization and creation of housing development committee.,Ongoing,52.46728595,-125.30667568,GCS_North_American_1983_CSRS
British Columbia,Ulkatcho First Nation,722,Housing,Capacity - Management,To provide housing life cycle management home inspection reports and update internal financial procedures.,Ongoing,52.46728595,-125.30667568,GCS_North_American_1983_CSRS
British Columbia,Ulkatcho First Nation,722,Housing,Capacity - Maintenance,To conduct home condition reports for all commmunity homes in portfolio to compile housing information for short-term and long-term strategic planning develop home maintenance regime for all homes and update housing policy.,Ongoing,52.46728595,-125.30667568,GCS_North_American_1983_CSRS
British Columbia,Ulkatcho First Nation,722,Housing,Capacity - Governance,To conduct housing management workshops and home ownership policy toolkit.,Completed,52.46728595,-125.30667568,GCS_North_American_1983_CSRS
British Columbia,Ulkatcho First Nation,722,Housing,Capacity - Management,To conduct housing management workshops and home ownership policy toolkit.,Completed,52.46728595,-125.30667568,GCS_North_American_1983_CSRS
British Columbia,Ulkatcho First Nation,722,Water and wastewater,First Nations Water and Wastewater Educational Program Projects - Circuit Rider Training Program,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,52.46728595,-125.30667568,GCS_North_American_1983_CSRS
British Columbia,Ulkatcho First Nation,722,Water and wastewater,First Nations Water and Wastewater Educational Program Projects - Operator Training Program,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,52.46728595,-125.30667568,GCS_North_American_1983_CSRS
